tweet,spacy_cleaned_tweet,sentiment,target
"The Coast Guard is like, ""We told this idiot not to do this on Wednesday, but he went anyway.""   Did he not have... http://t.co/eQ68qMvcVk",coast guard like tell idiot wednesday go anyway ...,negative,0
"it's ages since I had KFC, well apart from the mush in a bun that passed as breakfast last SUnday, that doesn't count though",age since kfc well apart mush bun pass breakfast last sunday count though,negative,0
@IvanCarterCSN billy cundiff. His missed FG at the end of the 2nd quarter changed the game. He'll never play again,billy cundiff missed fg 2nd quarter change game never play,negative,0
"Tomorrow morning my bike community, KGB, will exercise #RoadBiking on Sudirman Road but I'm not going because I have to go to Church",tomorrow morning bike community kgb exercise roadbik sudirman road go go church,negative,0
@netanyahu My thriller shows what the stupid deal with Iran may deliver. Please read. https://t.co/A5wVh3YRx1 https://t.co/eGfNXT7bfa,thriller show stupid deal iran may deliver please read,negative,0
All these talkatives sef....  Shey you don clear your sef from the Boko Haram mess?  Aproko https://t.co/OiYP5ZPFca,talkatif sef ... shey clear sef boko haram mess aproko,negative,0
T-Mobile said my bill is due when it's due on the 17th smh,mobile say bill due due 17th smh,negative,0
I don't understand why they scheduled  the Sam Smith concert on the 30th omg that's so long from now :-/,understand schedule sam smith concert 30th omg long :-/,negative,0
"3rd rep just hung up on me. Absolutely devastated at how @microsoft's customer service treated me, wow.",3rd rep hang absolutely devastate customer service treat wow,negative,0
@steelers Give Tom Brady the #crybabY and his New England Patriots their 1st loss of the season,give tom brady crybaby new england patriot 1st loss season,negative,0
Our service pple living on the streets while Muslims get homes and all the help they need our priorities so wrong https://t.co/wjpJ36XXdL,service pple live street muslim get home help need priority wrong,negative,0
"Sick skills, James Rodriguez!   In case you forgot, Canada are taking on this guy and his teammates tomorrow. http://t.co/kvkN2l7leK",sick skill james rodriguez case forget canada take guy teammate tomorrow,negative,0
Many reasons why #AskBobby is wrong: he's Bobby Jindal; he's @GOP; he's Louisianan; he loves @NRA contributions &amp; gun. There may B others.,many reason askbobby wrong bobby jindal louisianan love contribution gun may b,negative,0
awwww shit I still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before I go out,awww shit still get new amsterdam fridge mmhmm tomorrow work going to need go,negative,0
@DocThompsonShow @skiplacombe Did you see Bobby Jindal's comments on Westborough Church? No respect for 1st amendment maybe #notthatguy,see bobby jindal 's comment westborough church respect 1st amendment maybe notthatguy,negative,0
"the refugee camps have ever bn factories f hatred, Islam's major export to the world in later 20th/early 21st cns. https://t.co/WS8Yv42RO1",refugee camp ever bn factory f hatred islam 's major export world later 20th early 21st cns,negative,0
@TheLastLeg  #isitok that idiocracy may actually happen with kanye west going for president,isitok idiocracy may actually happen kanye west go president,negative,0
what's wrong with society? what's wrong is people like you. ignorant. I'm disgusted. Kanye West may be unqualified+ https://t.co/yj9x3t6Eoz,wrong society wrong people like ignorant disgusted kanye west may unqualified,negative,0
"@nickclark32 If the IRA came active again tomorrow, just as big (if not bigger) threat to UK than muslim extremists.  @Sophiesweb33",ira active tomorrow big big threat uk muslim extremist,negative,0
"if you think Kendrick's Black Friday was better than J. Cole's, you can block me now",think kendrick 's black friday good cole 's block,negative,0
Caitlyn Jenner may face manslaughter charges for her involvement in a car accident. Oh the irony.,caitlyn jenner may manslaughter charge involvement car accident oh irony,negative,0
That will piss Lackey off....just ask the Red Sox clubhouse attendant who put away the chicken and beer after the 6th inning.,piss lackey ... ask red sox clubhouse attendant put away chicken beer 6th inning,negative,0
@Malta73 I can't even try now cuz it closed at 10pm.. Funny though Maria said u guys may go away that week? I had asked if she wanted to go,even try cuz close 10 p.m. .. funny though maria say guy may go away week ask go,negative,0
David Beckham has expressed his desire to be the next James Bond. He's a good look but his acting may be a deal breaker,david beckham express desire next james bond good look acting may deal breaker,negative,0
So we can't run ads to help catch the 16 most wanted terrorists because it might offend Muslims.... Great.... https://t.co/Kj3kXmjs11,run help catch 16 terrorist may offend muslim ... great ...,negative,0
"@David_Cameron wonder if Bukhari thinks the Muslim patrols in East London, the actions of ISIL, al Qaeda and Boko Haram ALL Muslim  may have",wonder bukhari think muslim patrol east london action isil qaeda boko haram muslim may,negative,0
By the way Tia Sharp was buried today You may have failed to notice in all the fuss over a dumb posh tart getting her tits out.,way tia sharp bury today may fail notice fuss dumb posh tart get tit,negative,0
I want to see U2 in November but I don't want to have to listen to their shit new songs.,see u2 november listen shit new song,negative,0
CANT go to class tomorrow too stressed about big brother,go class tomorrow stressed big brother,negative,0
"Boko Haram suffered heavy losses on Sunday as Nigerian troops took down 20 insurgents Faljari, along the... http://t.co/2sLyUiTHLS",boko haram suffer heavy loss sunday nigerian troop take 20 insurgent faljari along ...,negative,0
I'd rather let Conor McGregor full on kick me in the dick than go to work tomorrow,would rather let conor mcgregor full kick dick go work tomorrow,negative,0
"MSA is having a Poo-Poo kind of day!  :(  If you are experiencing trouble with the site, I apologize.  We may be... http://t.co/tW44ORdb",msa poo poo kind day :( experience trouble site apologize may ...,negative,0
"Unfortunately, negative. ""Go time"" is the opener at Prince George, 9/25. https://t.co/z0NjvFcCbs",unfortunately negative go time opener prince george 9/25,negative,0
"Carly Fiorina is a sad excuse for a successful woman. she may be a former CEO, and that's great, but her politics are fucked up big time.",carly fiorina sad excuse successful woman may former ceo great politic fuck big time,negative,0
Oh and Rafa said before the injury he was having the best year he ever had was 1st in the race... :( #M6,oh rafa say injury good year ever 1st race ... :( m6,negative,0
"Drudge Update: Crisis adds to anxiety about Islam... - Crisis adds to anxiety about Islam... (Third column, 4th st... http://t.co/vboVIox8FI",drudge update crisis add anxiety islam ... crisis add anxiety islam ... third column 4th st ...,negative,0
I will not be able to handle Harry's voice in Kiss You..and I may not survive after hearing all the songs on Take Me Home in their entirety.,able handle harry 's voice kiss .. may survive hear song take home entirety,negative,0
"Axl Rose is trending worldwide just because he sat his butt on a chair to talk on live tv and drink water out of a mug. Bow down, peasants.",axl rise trend worldwide butt chair talk live tv drink water mug bow peasant,negative,0
John Cena needs to be locked up and throw away the key! He's just assaulted a guest on Monday Night #RAW,john cena need lock throw away key assault guest monday night raw,negative,0
RT @Rach_RVX: #Londonriots is trending 3rd worldwide ..... This is NOT something to be proud of United Kingdom!!! Sort it out!!!!,rt londonriot trend 3rd worldwide ... something proud united kingdom sort,negative,0
If you treated #Hillary2016 like you did Christie or Trump rather than as a human punching bag she may talk to you. #morningjoe,treat hillary2016 like christie trump rather human punching bag may talk morningjoe,negative,0
Kanye west just doesn't know when to keep quiet..its a problem. May be he needs a mouth  guard...,kanye west know keep quiet .. problem may need mouth guard ...,negative,0
Rock legend Neil Young rightly attacking evil Monsanto @guardianeco @ianpuddick So now he's banned from the BBC http://t.co/Tcw429b2xt,rock legend neil young rightly attack evil monsanto ban bbc,negative,0
"So sad to see the Broadwalk in Atlantic City destroyed, we were only there back in April - hope they can rebuild it #AtlanticCity #Sandy",sad see broadwalk atlantic city destroy back april hope rebuild atlanticcity sandy,negative,0
now i know why i was overly upset like someone died on the 30th..not just for jessica but also for lee soo man's wife and sunny's aunt :(,know overly upset like someone 30th .. jessica lee soo 's wife sunny 's aunt :(,negative,0
@Hassan_JBr obviously you are glad the Christians in Europe may solve a Middle East problem ! Shame on you mr Hassan,obviously glad christian europe may solve middle east problem shame mr hassan,negative,0
"Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.",welp blue jay say fuck pitch count david price back 8th,negative,0
Listening to Sean Parker's Hipster International mix on Spotify. I think this fact may make me a terrible person.,listen parker 's hipster international mix spotify think fact may make terrible person,negative,0
"Tony Blair wants to write his own history, but he's the only one who believes the story as he tells it. https://t.co/QJkf9hgOkN",tony blair write history one believe story tell,negative,0
Daring Jrn'sm yes @arunjaitley fumbled @sardesairajdeep is not with Yakub or agst Babu/may but for all mass killers  https://t.co/eYzXZ0pX54,dare jrn'sm yes fumble yakub agst babu may mass killer,negative,0
"@JackJackJohnson  you and  gilinsky will make you give me 567 cardiac arrests, sun missing 4 days to Calibraska",gilinsky make give 567 cardiac arrest sun miss 4 day calibraska,negative,0
May God touch the hearts of the Boko Haram insurgents to stop the bloodletting - IBB http://t.co/Spq04FWthv,may god touch heart boko haram insurgent stop bloodlett ibb,negative,0
"@greta when you talk about Ben Carson please show him, not Jeb Bush like you did on your Thurs. Show.",talk carson please show jeb bush like thurs show,negative,0
Work almost over with then these negros won't see my face till Monday night!,work almost negro see monday night,negative,0
"Boko Haram may have just killed 2,000 people: 'Killing went on and on and on' http://t.co/1fa2j1pbWq","boko haram may kill 2,000 people killing go",negative,0
Why does everything have to be compared with Muslims. At just 13% more non-Muslims eat meat than Muslims in India. https://t.co/ylTgaLB4v6,everything compare muslim 13 muslim eat meat muslim india,negative,0
On the bright side we have school today... Tomorrow and the day after ! #killmenow #sarcasm,bright side school today ... tomorrow day killmenow sarcasm,negative,0
"#ForceFriday as a whole was pretty disappointing. Not sure who dropped the ball - retailers, Hasbro, or Disney. It's Star Wars! C'mon!",forcefriday whole pretty disappointing sure drop ball retailer hasbro disney star c'mon,negative,0
"@Atifff_M @itz_meee_ well admonishing him of it's status in Islam is wat you should do if he's of age. If he's a little kid,kick his ass 1st",well admonish status islam age little kid kick ass 1st,negative,0
Waiting for a phone call off the head of Joseph Wright.  But I might have to go back to Benedicts tomorrow! :( #GodHelpMe,wait phone call head joseph wright may go back benedict tomorrow :( godhelpme,negative,0
"Beer, xbox, Undertaker: The Streak DVD. Fuck you Saturday night.",beer xbox undertaker streak dvd fuck saturday night,negative,0
Ironman Wales highlights on Channel 4 tomorrow morning at 6.35am. I hope there's no footage of me being sick on the run!,ironman wales highlight channel 4 tomorrow morning 6.35 hope footage sick run,negative,0
Why does @Microsoft make it so hard to reset my @skype password? RIDICULOUS. Still not sure why password stopped working in the 1st place!,make hard reset password ridiculous still sure password stop work 1st place,negative,0
"By Michael Nienaber BERLIN, July 10 (Reuters) - The parties in Angela Merkel's coalition government sent conflicting signals on the latest",michael nienaber berlin july 10 reuters party angela merkel 's coalition government send conflicting signal late,negative,0
"People seeking mercy for Yakub, Hope this Punjab terror attack may jolt you out of stupidity into reality #Gurdaspur",people seek mercy yakub hope punjab terror attack may jolt stupidity reality gurdaspur,negative,0
"Our Wacky Wednesday promo, is going a bit Ground Hog Day!!! I say our  Our Wacky Wednesday promo, is going a bit... http://t.co/9TFA1XnE",wacky wednesday promo go bit ground hog day say wacky wednesday promo go bit ...,negative,0
"@tehzatchmo You better be using a raincoat or an umbrella rack, or Kiryu's finest may throw you into prison for life!",better use raincoat umbrella rack kiryu 's fine may throw prison life,negative,0
"You may remember Frank Gifford for football, but I remember him for putting his cock in another girl's ass while he was married to Kath Lee.",may remember frank gifford football remember put cock another girl 's ass marry kath lee,negative,0
"No, Ms. Merkel, Central Europe doesn't want Muslims and you're not going to force them onto us. #Germany #Hungary http://t.co/fgvQGcRnRt",ms merkel central europe muslim go force onto germany hungary,negative,0
@CBSBigBrother im not watching no more to watch meg and James be bullyed canceling feeds Friday I'm done with big brother,watch watch james bully cancel feed friday big brother,negative,0
an example of my shitty luck is that I was in magic kingdom on monday and chris evans is there tonight like wtf universe help me out,example shitty luck magic kingdom monday chris evans tonight like wtf universe help,negative,0
@strunk_daddy For any info you would need to contact Sony. Apologies for any inconvenience this may have caused ^AI,info would need contact sony apology inconvenience may cause,negative,0
"My 16 yr old son is going to see the Foo Fighters today. I am so jealous, I may just burn his shirts when I iron them!",16 yr old go see foo fighter today jealous may burn shirt iron,negative,0
Any NFL fans tell me why this new BBC deal only includes highlights on TV from November? Seems a bit late in the season. #NFL,nfl fan tell new bbc deal include highlight tv november seem bit late season nfl,negative,0
Yakub death may be unfortunate bt we shud respect SC's decision n not vitiate atmosphere in the name of religion #YakubToHang #YakubVerdict,yakub death may unfortunate bt shud respect sc 's decision vitiate atmosphere name religion yakubtohang yakubverdict,negative,0
"Today was my country's independence day, went to the festival n they played American music the whole time O_o?? What the he'll is the point?",today country 's independence day go festival play american music whole time o_o point,negative,0
"LMAO i read ""cultural evolution is Lamarckian"" and was like o shit what's that dude's name again? and the 1st thing i thought was Kendrick",lmao read cultural evolution lamarckian like shit dude 's name 1st thing think kendrick,negative,0
"There's no ""meeting of minds"" when it comes to terror. As  Tony Blair once said: ""Defeat it or be defeated by them."" https://t.co/tmUUYLeGOv",meeting mind terror tony blair say defeat defeat,negative,0
"Kremlin support of Assad regime may lead to possible""confrontation"" with US led coalition:Kerry #RAAF @RodgerShanahan http://t.co/mk8ttNCGGG",kremlin support assad regime may lead possible confrontation lead coalition kerry raaf,negative,0
centre for social justice report on Gangs - one year after the riots. http://t.co/A6gtlVQI #d policy may have exacerbated problems.,centre social justice report gang one year riot policy may exacerbate problem,negative,0
@QIONGGG i think i go tomorrow.  Cuz im on my way to my dad first cuz i have no money to go to interlaken T.T i just hope hes there tomorow,think go tomorrow cuz way dad first cuz money go interlaken hope tomorow,negative,0
"Madison don't wipe your black lines off !! ""It's like Ash Wednesday, you don't wipe that shit off.""",madison wipe black line like ash wednesday wipe shit,negative,0
"Yakub's hanging may have created a fear in the minds of the terrorists, but it hasn't created any difference in our country",yakub 's hanging may create fear mind terrorist create difference country,negative,0
Oh! So bummed @NYHiltonMidtown has no rooms avail on the 16th! Where the heck am I supposed to stay when I see Madonna?,oh bummed room avail 16th heck suppose stay see madonna,negative,0
Bobby Jindal clearly has been spending too much time in the sun.  https://t.co/oKxKQYX3dH,bobby jindal clearly spend much time sun,negative,0
"@greysonchance it's not fair, dear... #truthbetold will be available in Taiwan on 2, Nov. It's TOMORROW!!",fair dear ... truthbetold available taiwan 2 nov tomorrow,negative,0
Perhaps a bit insensitive showing the film Four Lions in the run up to the 9/11 10th anniversary..... #justsaying,perhaps bit insensitive show film four lion run 9/11 10th anniversary ... justsay,negative,0
IBM warns corporate use of Tor will leave networks open to attack: 25 Aug 2015. Jason Murdock The use of the T... http://t.co/NzUU6W7zLN,ibm warn corporate use tor leave network open attack 25 aug 2015 jason murdock use ...,negative,0
"@zinsernyt Not sure if the marathon should happen, but by ignoring Saturday's Nets game that is still on, I find this article deceptive",sure marathon happen ignore saturday 's net game still find article deceptive,negative,0
Misleading headline. But may this divided ANC-house soon fall. -&gt; 'Boko Haram' make a bid for Limpopo http://t.co/mYzuIp0hIB,misleading headline may divide anc house soon fall boko haram make bid limpopo,negative,0
@AsimBajwaISPR ur terrorist is going to be hanged tomorrow Yakub. stop sending terrorist u failed nation!!,ur terrorist go hang tomorrow yakub stop send terrorist fail nation,negative,0
".@Olivianuzzi Eric Cantor, who evidently wants Jeb Bush to lose the nomination, will endorse Jeb Bush on Thursday http://t.co/JoVLVrgPI2",eric cantor evidently jeb bush lose nomination endorse jeb bush thursday,negative,0
"@TimesNow don't make us fool Rahul Gandhi ,, may be it's great joke from Rahul",make fool rahul gandhi may great joke rahul,negative,0
@Flipkart One last time. I want my Moto G 3rd Gen 16gb which I ordered or else I want compensation. Choice is yours.,one last time moto g 3rd gen 16 gb order else compensation choice,negative,0
This season of Big Brother is absolute garbage. If Austin makes it in the finale I may throw up #BB17 #Terrible #CastSUCKS,season big brother absolute garbage austin make finale may throw bb17 terrible castsuck,negative,0
#Khader Exists Israeli high court will hear case of Khader Adnan on Thursday. That may well be too late. Where are the protests?,khader exist israeli high court hear case khader adnan thursday may well late protest,negative,0
"Barcelona face a defensive crisis when they host Granada on Saturday, with Carles Puyol (knee) and Gerard Pique (foot) both sidelined.",barcelona defensive crisis host granada saturday carle puyol knee gerard pique foot sideline,negative,0
The Pentagon Throws the Book at Bowe Bergdahl: It looks like the Obama administration may have traded five hig... http://t.co/XwZgRW7iZ2,pentagon throw book bowe bergdahl look like obama administration may trade five hig ...,negative,0
today's goanna be one looooong ass day because Calibraska comes out tomorrow,today 's goanna one looong ass day calibraska tomorrow,negative,0
"James Franklin may be a good recruiter, but I have never been impressed with his in game coaching. #PSUvsMICH",james franklin may good recruiter never impressed game coaching psuvsmich,negative,0
Watched The Wiggles for the 1st time.  Was embarrassed for those men &amp; then I remembered that they are probably FILTHY RICH. #parenting,watch wiggle 1st time embarrassed remember probably filthy rich parenting,negative,0
i hope john cena comes to school on tuesday and five knuckle shuffles the fuck out of yall,hope john cena school tuesday five knuckle shuffle fuck,negative,0
"If I was dyslexic I would hate the sound of Cate Blanchett's theme tune on a Sunday evening, forced to acknowledge that the weekend is over",dyslexic would hate sound cate blanchett 's theme tune sunday evening force acknowledge weekend,negative,0
Don't get me on the topic of Andrew Breitbart again. I cried like a child last Saturday.,get topic andrew breitbart cry like child last saturday,negative,0
Adryan looked tired in the 2nd half of the u21 game against Donny to me he doesn't look/sound fit enough #lufc,adryan look tired 2nd half u21 game donny look sound fit enough lufc,negative,0
I thought I had enough strength for the Hannibal finale. Tomorrow is lost.,think enough strength hannibal finale tomorrow lose,negative,0
What works for Kim Kardashian may not work the same way for you girls! #Facts,work kardashian may work way girl fact,negative,0
"Police fear ivan Leach, also known as Lee Cyrus carried out a very serious sexual assault in Tayside, Scotland, since he absconded on Oct 9",police fear ivan leach know lee cyrus carry serious sexual assault tayside scotland since abscond oct 9,negative,0
Intended to finish my Windows 10 slides for the Aug @NelaInfoSec event.  Couldn't connect SP3 to internet; gave up.  Must complete tomorrow.,intend finish window 10 slide aug event could connect sp3 internet give must complete tomorrow,negative,0
@usedtobgop @jupiter896 The day we start legislating from the pulpit is the day religious freedom dies. We may as well be Iran at that point,day start legislate pulpit day religious freedom may well iran point,negative,0
@LadySmaug Can't hover over link to see file name? Tudou doesn't have playlists and this particular person only had the 1st episode anyways.,hover link see file name tudou playlist particular person 1st episode anyways,negative,0
"#KimDavis if u gave as much thought to your own marriage as u do to gay marriage,  you wouldn't be on your 4th marriage now.",kimdavis give much thought marriage gay marriage would 4th marriage,negative,0
Off to Scotland today for the week so I'll miss the wankfest at Wembley. Utd 2-1.,scotland today week miss wankfest wembley utd 2 1,negative,0
"I've just been told for the 5th time that my case number ""will be escalated"" to a Level II tech by @MicrosoftHelps @Microsoft @Windows",tell 5th time case number escalate level tech,negative,0
Kendrick Lamar better be giving some shit away tomorrow at the Compton Christmas parade at least a Tams gift card,kendrick lamar better give shit away tomorrow compton christmas parade least tam gift card,negative,0
@ChuckUmeboshi if Kim Davis converts to Islam she's free by sundown &amp; @ work Tuesday.  Gay Mafia won't have guts to persecute her anymore,davis convert islam free sundown work tuesday gay mafia gut persecute anymore,negative,0
no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today's Republicans,way underestimate madness cynicism frank open loathing country characterize today 's republican,negative,0
@BlissTabitha I would bet that Monsanto factors into this somehow! Obvious they want to control the food supply even if it may cause cancer,would bet monsanto factor somehow obvious control food supply even may cancer,negative,0
@matt02392 is on the radio instead. MT @WaterlooRd: It's the first week without any Waterloo Road. Going to be a boring Thursday.,radio instead mt first week without waterloo road go boring thursday,negative,0
"Nick Diaz said he would ""fight GSP tomorrow if the UFC asked"". Except, you know, they wouldn't... because you're suspended...",nick diaz say would fight gsp tomorrow ufc ask except know would ... suspend ...,negative,0
I may like jimmy Fallon better than anyone I know too. I still hate all of you.,may like jimmy fallon better anyone know still hate,negative,0
@_socoamaretto If Kane doesn't find his Nov-Mar form again I think they could be in for a very bad season. Dier-Mason is the kind of...,kane find nov mar form think could bad season dier mason kind ...,negative,0
Lost some respect for Nicki after that. You may be a queen in the rap world but when u start shit at an award show u look like garbage #VMAs,lose respect nicki may queen rap world start shit award show look like garbage vma,negative,0
"@Hastimefordat First Jan Hooks, and now Elizabeth Pena. Both with really no explanation, either. RIP, ladies. :(",first jan hook elizabeth pena really explanation either rip lady :(,negative,0
Nissan Titan : Eleven accidents with 22 cars in just over five hours Saturday - Riverhead LOCAL http://t.co/ln5raqHR,nissan titan eleven accident 22 car five hour saturday riverhead local,negative,0
@Michael5SOS are you coming to nz tonight or tomorrow morning?? Waaa im so confused ):,nz tonight tomorrow morning waaa confused ):,negative,0
Hot Jam shouldn't have been on a Monday night &gt;.&lt; I have finals in the morning I can't go /:,hot jam monday night final morning go,negative,0
@DataGenesis @BobG231 It may be the Muslims will still want to colonize &amp; take over- that's the goal of Islam-world domination. #Ccot,may muslim still colonize take goal islam world domination ccot,negative,0
Bobby Jindal comes off as a White Supremacist with a sun tan.,bobby jindal white supremacist sun tan,negative,0
"@DeltaAssist yes, I asked an attendant to print out a paper pass. But this was not the 1st time delta IOS app lost my login info. Annoying.",yes ask attendant print paper pass 1st time delta ios app lose login info annoying,negative,0
"KOREATOWN, Calif. -- A man allegedly shot his former boss in the head Thursday at a commer http://t.co/rkR3thri",koreatown calif allegedly shoot former boss head thursday commer,negative,0
@GuillemBalague @SkySports He has 3 years left on his deal so AFC's resistance may be to strong. Where do you predict Espanyol will finish?,3 year leave deal afc 's resistance may strong predict espanyol finish,negative,0
ok but louis hasnt been seen with briana since like what march ???? he is never with her and he looks so uncomfortable when interviewers+,ok louis see briana since like march never look uncomfortable interviewer,negative,0
Tuesday will be my last day in Florida :-(,tuesday last day florida :-(,negative,0
Oh just realized that there was no teen wolf today :((((((((( MAJOR MISSING :(((( January'16. &lt;&lt; SO LONGGGGG,oh realize teen wolf today :( major missing :( january 16 longgg,negative,0
How cam called obj over to him was just as disrespectful when Kendrick called out Cole 1st and last name on control and not everybody else,call obj disrespectful kendrick call cole 1st last name control everybody else,negative,0
"@realDonaldTrump I despise Sarah Palin. You may want her support, but she'll end up sinking you like she did McCain. Proceed cautiously.",despise sarah palin may support sink like mccain proceed cautiously,negative,0
"Is Noel fielding having a chat on tfi Friday or is Chris Evans going to keep on rabbiting another break ""groan""!!!",noel field chat tfi friday chris evan go keep rabbit another break groan,negative,0
"@yazbanz yes I am. Coz for me when Henry, Pires &amp; others left &amp; also Cesc may be, were more sad than this RVP! But do u think he's leaving?",yes coz henry pire leave cesc may sad rvp think leave,negative,0
@larrygloverlive  C'mon Gabe im a optimistic Fan but  the CATS are not going to Beat LSU and ST that easily Winning one more is hard enough,c'mon gabe optimistic fan go beat lsu st easily win one hard enough,negative,0
@_HankRearden I'm not sure that hiring an adviser from Rick Perry's campaign is a wise decision; he may be a GOP plant to derail Trump.,sure hire adviser rick perry 's campaign wise decision may gop plant derail trump,negative,0
@TRX450R I'm not sure I'm going to Brownsville tomorrow,sure go brownsville tomorrow,negative,0
Asif I just got sacked by Everton for coming 6th reaching FA cup final and winning the Europa league #Mad,asif get sack everton 6th reach fa cup final win europa league mad,negative,0
Floyd Mayweather may be a good boxer but he sure is a terrible human being.,floyd mayweather may good boxer sure terrible human,negative,0
@AmazonHelp You may please check my pending complaint with Amazon for which I write many emails and called customer care.,may please check pend complaint amazon write many email call customer,negative,0
Sonic on OST is the worst place in 3rd ward!,sonic ost bad place 3rd ward,negative,0
"Angela Merkel tells sobbing teenage refugee slated for deportation that Germany ""just can't manage"" to help everyone http://t.co/ycbO01W8X5",angela merkel tell sob teenage refugee slat deportation germany manage help everyone,negative,0
"After witnessing it, I now realize I've seen Amazon Prime day every Saturday for years....we call them ""garage sales""",witness realize see amazon prime day every saturday year ... call garage,negative,0
"the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://t.co/Hp4S2M5G",glass may rise get warm lago desierto argentina,negative,0
Dana White &amp; Joe Silva are scum bag atheists and Ronda Rousey is endorsing Bernie Sanders. Don't give them your money. Stream the UFC on Sat,dana white joe silva scum bag atheist ronda rousey endorse bernie sander give money stream ufc,negative,0
@jimmie_vanagon my phone does not run on latest IOS which may account for problem the other day .. time it was replaced,phone run late ios may account problem day .. time replace,negative,0
In January France declared day of mourning for 12 people killed at Charlie Hebdo. Today declares 3 days of mourning for 129 killed in Paris,january france declare day mourning 12 people kill charlie hebdo today declare 3 day mourning 129 kill paris,negative,0
"Tragedy struck and collided in my sports world today, as Mikel Leshoure blew his Achilles. Was on the Lions and my fantasy team. #noonecares",tragedy strike collide sport world today mikel leshoure blow achille lion fantasy team noonecar,negative,0
"@camilahauregui Camila is promoting the shit out of her single and faved James tweet from The Vamps, Normani and Lauren may be throwing+",camila promote shit single fav jame tweet vamp normani lauren may throw,negative,0
#Lions march down the field and #Vikings fans can't blame Christian Ponder on that. That's not a good sign after coming off 10-day break.,lion march field viking fan blame christian ponder good sign 10 day break,negative,0
Nikki Walker will miss Rugby World Cup on account of the knee injury he sustained yesterday v Italy. Details on www.scotlandrugbyteam.org.,nikki walker miss rugby world cup account knee injury sustain yesterday italy detail www.scotlandrugbyteam.org,negative,0
@littlemisseka all is alright Dami... I was in the northeast at height of the Boko Haram challenges... Saw 1st hand the sufferings..,alright dami ... northeast height boko haram challenge ... see 1st hand suffering ..,negative,0
Danny Boyle 'in grief' after David Bowie says no to musical - don't do it @DavidBowieReal so proud ! https://t.co/vrHcS9GU4X,danny boyle grief david bowie say musical proud,negative,0
@AaronGleeman Cubs fans still complaining that Kris Bryant didnt come up til May now number in the dozens.,cub fan still complain kris bryant may number dozen,negative,0
"@McMwiti Really? really? Terry's guilt was well proven, TV footage was available. Suarez was punished of the strength of Evra's word. C'mon!",really really terry 's guilt well prove tv footage available suarez punish strength evra 's word c'mon,negative,0
@sardesairajdeep Why govt loosing sleep over Anna Hazare's fast. May be they don't want another Gandhi like figure.,govt loose sleep anna hazare 's fast may another gandhi like figure,negative,0
"Hulk Hogan may have made those racist comments, but when he was in wrestlemania, that was my shit!  WHAT YOU GONNA DO BROTHER!?!?""",hulk hogan may make racist comment wrestlemania shit go brother,negative,0
"Tom Boonen has been summoned to man the polling station in Mol this Sunday. If he doesn't, he'll get fined http://t.co/zEPnatOJ",tom boonen summon polling station mol sunday get fin,negative,0
So I've found at least 3 different typos in Jurassic Park since I started reading it. C'mon how long has this book been out?,find least 3 different typo jurassic park since start read c'mon long book,negative,0
"I met Harry, Liam and Niall on 26 March, the day right after Zayn announced he's leaving, the boys looked heartbroken #5monthswithoutzayn",meet harry liam niall 26 march day right zayn announce leave boy look heartbroken 5monthswithoutzayn,negative,0
My Eyes! My Eyes! Kim Kardashian's wedding dress is on the tele. How does someone make Givenchy look so cheap &amp; bad?#Sunday Hilarious!,eye eye kardashian 's wedding dress tele someone make givenchy look cheap bad sunday hilarious,negative,0
"The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect... http://t.co/3svj6EGFlP",borno state police commissioner aderemi opadokun monday confirm fresh attack boko haram sect ...,negative,0
don't want to depress rl folk but daily mail reporting 82k sellout for eng v fiji at twickers on sat week. broader vision or deeper pockets?,depress rl folk daily mail report 82k sellout eng fiji twicker week broad vision deep pocket,negative,0
Some members of the Boko Haram sect have been killed by troops of the 26th Task Force Brigade in Gwoza,member boko haram sect kill troop 26th task force brigade gwoza,negative,0
"@Hugodixon ""more moderate"" may be! But plenty of uneducated demagogs, who have not done a day's work....Starting  with Tsipras, himself!",moderate may plenty uneducated demagog day 's work ... start tsipra,negative,0
Muslims will assist Muslims into high positions in the UK.....I think we may be fucked guys.....,muslim assist muslim high position uk ... think may fuck guy ...,negative,0
"@Dammit_Ben he doesn't deserve the death penalty a la todd bertuzzi, but I think 3-5 games is fair, if not whole 1st rd.",deserve death penalty todd bertuzzi think 3 5 game fair whole 1st rd,negative,0
"Only saviour is it was ""against all odds"" Now it's Katy Perry ... Monday morning getting worse",saviour odd katy perry ... monday morning get bad,negative,0
Charges filed in Calif. shooting that killed 3 - A convicted felon was charged Monday with the murders of three peop... http://t.co/VoLuhZe7,charge file calif shoot kill 3 convict felon charge monday murder three peop ...,negative,0
I used to have the dopest bob Marley shirt for tomorrow but now it's gone:`(,use dop bob marley shirt tomorrow go,negative,0
May the people who wear the horribly transphobic Caitlyn Jenner costume choke on their candy corn this upcoming Halloween,may people wear horribly transphobic caitlyn jenner costume choke candy corn upcoming halloween,negative,0
